STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/2/2014,7.61,0,0,0,68,76,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/3/2014,5.82,0,0,0,64,73,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/4/2014,5.37,0,0,0,65,85,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/5/2014,9.84,0,0,0,72,90,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/6/2014,6.93,0,0,0,75,94,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/7/2014,4.92,0,0,0,71,87,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/8/2014,6.71,0,0,0,67,77,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/9/2014,3.58,0,0,0,65,76,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/10/2014,8.5,0,0,0,64,78,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/11/2014,22.37,0,0,0,69,76,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/12/2014,6.04,0,0,0,68,85,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/13/2014,6.04,0,0,0,69,89,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/14/2014,4.92,0,0,0,69,89,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/15/2014,4.03,0,0,0,70,90,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/16/2014,6.04,0,0,0,68,75,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/17/2014,2.91,0,0,0,67,77,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/18/2014,2.68,0.05,0,0,67,73,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/19/2014,5.14,0,0,0,69,82,62
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/20/2014,8.95,0,0,0,71,94,59
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/21/2014,4.92,0,0,0,75,87,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/22/2014,5.14,0,0,0,68,71,61
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/23/2014,4.7,0.43,0,0,65,68,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/24/2014,8.5,0.3,0,0,64,66,60
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/25/2014,7.16,0,0,0,63,73,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/26/2014,8.28,0,0,0,64,74,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/27/2014,5.37,0,0,0,62,70,58
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/28/2014,4.03,0,0,0,62,77,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/29/2014,3.8,0.1,0,0,61,63,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",9/30/2014,3.13,0.1,0,0,59,67,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/1/2014,2.91,0,0,0,57,67,49
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/2/2014,3.8,0,0,0,57,70,47
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/3/2014,3.58,0,0,0,61,80,48
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/4/2014,2.24,0,0,0,63,82,49
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/5/2014,3.36,0,0,0,67,85,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/6/2014,3.13,0,0,0,69,85,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/7/2014,2.24,0,0,0,68,83,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/8/2014,2.91,0,0,0,65,75,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/9/2014,2.24,0,0,0,62,74,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/10/2014,3.8,0,0,0,60,71,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/11/2014,6.26,0.38,0,0,64,72,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/12/2014,3.13,0,0,0,58,65,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/13/2014,6.71,0.2,0,0,59,74,49
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/14/2014,7.83,0.22,0,0,61,62,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/15/2014,13.2,0.14,0,0,57,59,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/16/2014,7.83,0,0,0,58,70,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/17/2014,11.41,0.34,0,0,60,62,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/18/2014,7.16,0.01,0,0,59,71,57
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/19/2014,5.14,0,0,0,62,75,55
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/20/2014,6.71,0.15,0,0,62,64,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/21/2014,11.86,0.04,0,0,57,62,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/22/2014,8.95,1.88,0,0,57,60,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/23/2014,8.28,0.42,0,0,56,59,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/24/2014,4.03,0.12,0,0,53,56,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/25/2014,14.32,0.05,0,0,55,66,48
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/26/2014,9.17,0.12,0,0,54,60,49
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/27/2014,8.05,0,0,0,53,61,47
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/28/2014,12.53,0.3,0,0,54,58,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/29/2014,6.93,0.2,0,0,57,61,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/30/2014,9.62,0.58,0,0,58,61,56
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",10/31/2014,5.82,0.79,0,0,55,59,47
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/1/2014,2.24,0,0,0,49,54,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/2/2014,7.38,0.16,0,0,50,54,46
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/3/2014,7.38,0.24,0,0,54,57,52
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/4/2014,7.61,0.2,0,0,57,62,53
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/5/2014,3.8,0.01,0,0,57,62,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/6/2014,6.71,0.09,0,0,58,61,51
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/7/2014,4.25,0,0,0,51,57,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/8/2014,1.12,0,0,0,48,58,41
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/9/2014,6.93,0.06,0,0,49,56,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/10/2014,4.92,0.01,0,0,51,58,42
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/11/2014,27.29,0,0,0,46,47,35
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/12/2014,28.63,0,0,0,36,41,32
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/13/2014,18.12,0.17,0,0,36,38,32
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/14/2014,4.92,0,0,0,35,45,29
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/15/2014,12.75,0,0,0,35,44,28
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/16/2014,12.97,0,0,0,35,44,27
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/17/2014,12.53,0,0,0,36,45,29
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/18/2014,10.29,0,0,0,36,43,30
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/19/2014,12.53,0.03,0,0,40,46,37
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/20/2014,9.17,0.02,0,0,40,45,37
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/21/2014,12.3,0.73,0,0,42,56,41
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/22/2014,6.26,0.15,0,0,49,53,41
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/23/2014,8.5,0.47,0,0,49,53,46
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/24/2014,7.16,0.01,0,0,49,56,47
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/25/2014,10.96,0,0,0,56,63,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/26/2014,6.26,0,0,0,58,62,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/27/2014,11.41,0.02,0,0,57,59,54
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/28/2014,12.3,0.52,0,0,54,56,43
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/29/2014,7.38,0.1,0,0,43,44,29
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",11/30/2014,15.43,0,0,0,33,39,26
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/1/2014,7.16,0,0,0,33,37,28
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/2/2014,10.29,0,0,0,31,41,23
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/3/2014,20.13,0.04,0,0,41,48,37
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/4/2014,11.18,1.14,0,0,39,41,36
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/5/2014,12.75,0.21,0,0,41,46,40
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/6/2014,11.63,0.34,0,0,46,56,40
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/7/2014,8.5,0,0,0,44,52,35
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/8/2014,15.66,0,0,0,47,50,43
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/9/2014,15.21,0.48,0,0,47,52,46
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/10/2014,14.09,0.56,0,0,50,56,45
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/11/2014,14.09,0.15,0,0,51,64,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/12/2014,3.8,0.1,0,0,51,53,43
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/13/2014,3.58,0,0,0,45,48,42
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/14/2014,13.2,0,0,0,44,51,36
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/15/2014,19.46,0,0,0,45,50,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/16/2014,9.62,0.02,0,0,44,48,41
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/17/2014,8.28,0.07,0,0,43,47,36
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/18/2014,13.42,0.3,0,0,44,50,42
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/19/2014,9.62,0.11,0,0,47,53,43
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/20/2014,13.65,1.07,0,0,47,59,45
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/21/2014,6.71,0.09,0,0,56,59,50
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/22/2014,3.36,0.03,0,0,51,56,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/23/2014,7.61,0.16,0,0,46,56,44
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/24/2014,7.61,0.61,0,0,46,47,41
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/25/2014,4.03,0.1,0,0,45,49,42
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/26/2014,2.91,0,0,0,44,48,40
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/27/2014,6.49,0.13,0,0,45,46,41
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/28/2014,4.92,0.27,0,0,44,47,40
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/29/2014,12.53,0.07,0,0,41,43,33
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/30/2014,16.33,0,0,0,33,35,26
USW00024229,"PORTLAND INTERNATIONAL AIRPORT, OR US",12/31/2014,5.82,0,0,0,29,37,21
